OBJECTID,LSTRNMID,LSTRNM,RSTRNMID,RSTRNM,postcode,DISTRICT,GISID,EINDSTRNM,EINDGEOM,LABEL_LSTRNM,LABEL_RSTRNM,RRSTRAATCODE_RSTRNM,RRSTRAATCODE_LSTRNM,RRSTRAATCODE_POSTCODE_LSTRNM,RRSTRAATCODE_POSTCODE_RSTRNM,STRAATNAAMID_12,RRSTRAATCODE_12,SHAPE_Length
484,601,De Brouwerstraat,601,De Brouwerstraat,2600,Berchem,2600601601,,,DE BROUWERSTRAAT,DE BROUWERSTRAAT,0017,0017,26000017,26000017,,,82.7562118508638
485,602,De Bruynlaan,602,De Bruynlaan,2610,Wilrijk,2610602602,,,DE BRUYNLAAN,DE BRUYNLAAN,3100,3100,26103100,26103100,,,1469.08701983255
486,602,De Bruynlaan,602,De Bruynlaan,2660,Hoboken,2660602602,,,DE BRUYNLAAN,DE BRUYNLAAN,3100,3100,26603100,26603100,,,288.96759607345
487,603,De Burburestraat,603,De Burburestraat,2000,Antwerpen,2000603603,,,DE BURBURESTRAAT,DE BURBURESTRAAT,3112,3112,20003112,20003112,,,187.007066376269
488,605,De Coninckplein,605,De Coninckplein,2060,Antwerpen,2060605605,,,DE CONINCKPLEIN,DE CONINCKPLEIN,7108,7108,20607108,20607108,,,251.481404111102
489,606,De Costerstraat,606,De Costerstraat,2140,Borgerhout,2140606606,,,DE COSTERSTRAAT,DE COSTERSTRAAT,1211,1211,21401211,21401211,,,134.471524097224
490,607,De Damhouderestraat,607,De Damhouderestraat,2018,Antwerpen,2018607607,,,DE DAMHOUDERESTRAAT,DE DAMHOUDERESTRAAT,4211,4211,20184211,20184211,,,87.5509575180338
491,609,De Francqueslei,609,De Francqueslei,2100,Deurne,2100609609,,,DE FRANCQUESLEI,DE FRANCQUESLEI,0213,0213,21000213,21000213,,,440.879236627918
492,610,De Gerlachekaai,610,De Gerlachekaai,2000,Antwerpen,2000610610,,,DE GERLACHEKAAI,DE GERLACHEKAAI,3149,3149,20003149,20003149,,,345.115561424819
493,611,De Gilmanstraat,611,De Gilmanstraat,2100,Deurne,2100611611,,,DE GILMANSTRAAT,DE GILMANSTRAAT,0215,0215,21000215,21000215,,,219.500567733291
494,612,De Gryspeerstraat,612,De Gryspeerstraat,2100,Deurne,2100612612,,,DE GRYSPEERSTRAAT,DE GRYSPEERSTRAAT,0217,0217,21000217,21000217,,,381.608142837438
495,613,De Heemlaan,613,De Heemlaan,2050,Antwerpen,2050613613,,,DE HEEMLAAN,DE HEEMLAAN,2351,2351,20502351,20502351,,,98.955826614497
496,614,De Hertstraat,614,De Hertstraat,2660,Hoboken,2660614614,,,DE HERTSTRAAT,DE HERTSTRAAT,0204,0204,26600204,26600204,,,150.107182842433
497,615,De Keyserhoeve,615,De Keyserhoeve,2040,Berendrecht-Zandvliet-Lillo,2040615615,,,DE KEYSERHOEVE,DE KEYSERHOEVE,0510,0510,20400510,20400510,,,716.892788965085
498,616,De Keyserlei,616,De Keyserlei,2018,Antwerpen,2018616616,,,DE KEYSERLEI,DE KEYSERLEI,6209,6209,20186209,20186209,,,325.316591064718
499,617,De Leescorfstraat,617,De Leescorfstraat,2140,Borgerhout,2140617617,,,DE LEESCORFSTRAAT,DE LEESCORFSTRAAT,4605,4605,21404605,21404605,,,257.549611574879
500,618,De Lescluzestraat,618,De Lescluzestraat,2600,Berchem,2600618618,,,DE LESCLUZESTRAAT,DE LESCLUZESTRAAT,0019,0019,26000019,26000019,,,386.280511160302
501,619,De Lunden,619,De Lunden,2170,Merksem,2170619619,,,DE LUNDEN,DE LUNDEN,0029,0029,21700029,21700029,,,527.853390654233
502,620,De Manstraat,620,De Manstraat,2100,Deurne,2100620620,,,DE MANSTRAAT,DE MANSTRAAT,0311,0311,21000311,21000311,,,376.523125095477
503,621,De Marbaixstraat,621,De Marbaixstraat,2060,Antwerpen,2060621621,,,DE MARBAIXSTRAAT,DE MARBAIXSTRAAT,7109,7109,20607109,20607109,,,190.983061127785
504,622,De Meers,622,De Meers,2170,Merksem,2170622622,,,DE MEERS,DE MEERS,0030,0030,21700030,21700030,,,150.936012543221
505,623,De Merodelei,623,De Merodelei,2600,Berchem,2600623623,,,DE MERODELEI,DE MERODELEI,0020,0020,26000020,26000020,,,218.955470840204
506,624,De Montereystraat,624,De Montereystraat,2100,Deurne,2100624624,,,DE MONTEREYSTRAAT,DE MONTEREYSTRAAT,0313,0313,21000313,21000313,,,88.0800465085066
507,625,De Moystraat,625,De Moystraat,2018,Antwerpen,2018625625,,,DE MOYSTRAAT,DE MOYSTRAAT,4212,4212,20184212,20184212,,,135.844528047752
508,626,De Nelisplein,626,De Nelisplein,2020,Antwerpen,2020626626,,,DE NELISPLEIN,DE NELISPLEIN,9152,9152,20209152,20209152,,,222.326473563908
509,627,De Neufstraat,627,De Neufstraat,2100,Deurne,2100627627,,,DE NEUFSTRAAT,DE NEUFSTRAAT,0409,0409,21000409,21000409,,,210.057271712477
510,628,De Noteschelp,628,De Noteschelp,2180,Ekeren,2180628628,,,DE NOTESCHELP,DE NOTESCHELP,1034,1034,21801034,21801034,,,519.070703372021
511,629,De Oude Landen,629,De Oude Landen,2180,Ekeren,2180629629,,,DE OUDE LANDEN,DE OUDE LANDEN,3035,3035,21803035,21803035,,,872.783127891933
512,630,De Pretstraat,630,De Pretstraat,2060,Antwerpen,2060630630,,,DE PRETSTRAAT,DE PRETSTRAAT,7203,7203,20607203,20607203,,,422.701613750496
513,631,De Roest d'Alkemadelaan,631,De Roest d'Alkemadelaan,2600,Berchem,2600631631,,,DE ROEST D'ALKEMADELAAN,DE ROEST D'ALKEMADELAAN,1007,1007,26001007,26001007,,,490.364017249339
514,632,De Schans,632,De Schans,2140,Borgerhout,2140632632,,,DE SCHANS,DE SCHANS,4616,4616,21404616,21404616,,,355.327846709206
515,633,De Sevillastraat,633,De Sevillastraat,2100,Deurne,2100633633,,,DE SEVILLASTRAAT,DE SEVILLASTRAAT,0713,0713,21000713,21000713,,,450.412670613142
516,634,De Sossastraat,634,De Sossastraat,2100,Deurne,2100634634,,,DE SOSSASTRAAT,DE SOSSASTRAAT,0223,0223,21000223,21000223,,,185.776005563467
517,635,De Villegasstraat,635,De Villegasstraat,2600,Berchem,2600635635,,,DE VILLEGASSTRAAT,DE VILLEGASSTRAAT,0021,0021,26000021,26000021,,,416.056835036823
518,636,De Vlaschaardstraat,636,De Vlaschaardstraat,2170,Merksem,2170636636,,,DE VLASCHAARDSTRAAT,DE VLASCHAARDSTRAAT,0033,0033,21700033,21700033,,,203.068107345714
519,637,De Vréstraat,637,De Vréstraat,2100,Deurne,2100637637,,,DE VRÉSTRAAT,DE VRÉSTRAAT,0611,0611,21000611,21000611,,,286.054075595852
520,638,De Vrièrestraat,638,De Vrièrestraat,2000,Antwerpen,2000638638,,,DE VRIÈRESTRAAT,DE VRIÈRESTRAAT,3113,3113,20003113,20003113,,,297.758973423828
521,639,De Waghemakerestraat,639,De Waghemakerestraat,2000,Antwerpen,2000639639,,,DE WAGHEMAKERESTRAAT,DE WAGHEMAKERESTRAAT,7204,7204,20007204,20007204,,,11.6869293440452
522,639,De Waghemakerestraat,639,De Waghemakerestraat,2060,Antwerpen,2060639639,,,DE WAGHEMAKERESTRAAT,DE WAGHEMAKERESTRAAT,7204,7204,20607204,20607204,,,205.872880504205
523,640,De Waillystraat,640,De Waillystraat,2100,Deurne,2100640640,,,DE WAILLYSTRAAT,DE WAILLYSTRAAT,0411,0411,21000411,21000411,,,105.944267624167
524,641,De Wilgen,641,De Wilgen,2170,Merksem,2170641641,,,DE WILGEN,DE WILGEN,0034,0034,21700034,21700034,,,234.340670413575
525,642,De Winterstraat,642,De Winterstraat,2140,Borgerhout,2140642642,,,DE WINTERSTRAAT,DE WINTERSTRAAT,1111,1111,21401111,21401111,,,98.0052058076219
526,643,De Wittestraat,643,De Wittestraat,2600,Berchem,2600643643,,,DE WITTESTRAAT,DE WITTESTRAAT,0022,0022,26000022,26000022,,,377.094381344301
527,644,Deken De Winterstraat,644,Deken De Winterstraat,2600,Berchem,2600644644,,,DEKEN DE WINTERSTRAAT,DEKEN DE WINTERSTRAAT,1006,1006,26001006,26001006,,,326.000401327994
528,645,Deken Jozef de Meusstraat,645,Deken Jozef de Meusstraat,2100,Deurne,2100645645,,,DEKEN JOZEF DE MEUSSTRAAT,DEKEN JOZEF DE MEUSSTRAAT,0219,0219,21000219,21000219,,,72.6081298464404
529,646,Deken Jozef Lensstraat,646,Deken Jozef Lensstraat,2100,Deurne,2100646646,,,DEKEN JOZEF LENSSTRAAT,DEKEN JOZEF LENSSTRAAT,0221,0221,21000221,21000221,,,95.715930699635
530,647,Delareystraat,647,Delareystraat,2140,Borgerhout,2140647647,,,DELAREYSTRAAT,DELAREYSTRAAT,2330,2330,21402330,21402330,,,80.8390858274514
531,648,Delftstraat,648,Delftstraat,2140,Borgerhout,2140648648,,,DELFTSTRAAT,DELFTSTRAAT,2436,2436,21402436,21402436,,,158.252129409624
532,649,Delinstraat,649,Delinstraat,2060,Antwerpen,2060649649,,,DELINSTRAAT,DELINSTRAAT,8111,8111,20608111,20608111,,,318.21685168902
533,650,Della Faillelaan,650,Della Faillelaan,2020,Antwerpen,2020650650,,,DELLA FAILLELAAN,DELLA FAILLELAAN,9108,9108,20209108,20209108,,,1137.77727539946
534,651,Delvastraat,651,Delvastraat,2140,Borgerhout,2140651651,,,DELVASTRAAT,DELVASTRAAT,1210,1210,21401210,21401210,,,109.726206233025
535,653,Demerstraat,653,Demerstraat,2060,Antwerpen,2060653653,,,DEMERSTRAAT,DEMERSTRAAT,7110,7110,20607110,20607110,,,108.459337995445
536,654,Den Brem,654,Den Brem,2610,Wilrijk,2610654654,,,DEN BREM,DEN BREM,3110,3110,26103110,26103110,,,451.273832140635
537,655,Den Geer,655,Den Geer,2180,Ekeren,2180655655,,,DEN GEER,DEN GEER,1032,1032,21801032,21801032,,,296.089885773121
538,656,Den Haaglaan,656,Den Haaglaan,2660,Hoboken,2660656656,,,DEN HAAGLAAN,DEN HAAGLAAN,0803,0803,26600803,26600803,,,617.092951624121
539,657,Dendermondestraat,657,Dendermondestraat,2018,Antwerpen,2018657657,,,DENDERMONDESTRAAT,DENDERMONDESTRAAT,3219,3219,20183219,20183219,,,220.395435057653
540,658,Denderstraat,1845,Lobroekdok,2060,Antwerpen,20606581845,,,DENDERSTRAAT,LOBROEKDOK,7163,7131,20607131,20607163,,,68.9931410180968
541,659,Dennenlaan_EK,659,Dennenlaan_EK,2180,Ekeren,2180659659,,,DENNENLAAN,DENNENLAAN,3033,3033,21803033,21803033,,,207.483071416772
542,660,Dennenlaan_ANWI,660,Dennenlaan_ANWI,2020,Antwerpen,2020660660,,,DENNENLAAN,DENNENLAAN,9109,9109,20209109,20209109,,,534.903949618397
543,660,Dennenlaan_ANWI,660,Dennenlaan_ANWI,2610,Wilrijk,2610660660,,,DENNENLAAN,DENNENLAAN,9109,9109,26109109,26109109,,,296.937473460085
544,661,Derde Havendok,-9, ,2030,Antwerpen,2030661-9,,,DERDE HAVENDOK, ,,0797,20300797,,,,356.221187063807
545,663,Derde Havendok-Zuidkaai,663,Derde Havendok-Zuidkaai,2030,Antwerpen,2030663663,,,DERDE HAVENDOK-ZUIDKAAI,DERDE HAVENDOK-ZUIDKAAI,0876,0876,20300876,20300876,,,781.959241915148
546,664,Derdeweg,664,Derdeweg,2040,Berendrecht-Zandvliet-Lillo,2040664664,,,DERDEWEG,DERDEWEG,0537,0537,20400537,20400537,,,294.301173657788
547,665,Desguinlei,665,Desguinlei,2018,Antwerpen,2018665665,,,DESGUINLEI,DESGUINLEI,4106,4106,20184106,20184106,,,4024.11894635633
548,665,Desguinlei,665,Desguinlei,2600,Berchem,2600665665,,,DESGUINLEI,DESGUINLEI,4106,4106,26004106,26004106,,,1090.19850188397
549,667,Deurnsebaan,667,Deurnsebaan,2170,Merksem,2170667667,,,DEURNSEBAAN,DEURNSEBAAN,0031,0031,21700031,21700031,,,946.206530702729
550,669,D'Herbouvillekaai,669,D'Herbouvillekaai,2000,Antwerpen,2000669669,,,D'HERBOUVILLEKAAI,D'HERBOUVILLEKAAI,9213,9213,20009213,20009213,,,407.832913618523
551,669,D'Herbouvillekaai,669,D'Herbouvillekaai,2020,Antwerpen,2020669669,,,D'HERBOUVILLEKAAI,D'HERBOUVILLEKAAI,9213,9213,20209213,20209213,,,1625.98723606046
552,670,Diamantstraat,670,Diamantstraat,2018,Antwerpen,2018670670,,,DIAMANTSTRAAT,DIAMANTSTRAAT,4213,4213,20184213,20184213,,,63.7454881051322
553,671,Dianalaan,671,Dianalaan,2600,Berchem,2600671671,,,DIANALAAN,DIANALAAN,2008,2008,26002008,26002008,,,570.03513867922
554,673,Diepestraat,673,Diepestraat,2060,Antwerpen,2060673673,,,DIEPESTRAAT,DIEPESTRAAT,8204,8204,20608204,20608204,,,493.478996580019
555,674,Diercxsensstraat,674,Diercxsensstraat,2018,Antwerpen,2018674674,,,DIERCXSENSSTRAAT,DIERCXSENSSTRAAT,4214,4214,20184214,20184214,,,186.04995245776
556,675,Dijkgraaflaan,675,Dijkgraaflaan,2660,Hoboken,2660675675,,,DIJKGRAAFLAAN,DIJKGRAAFLAAN,0904,0904,26600904,26600904,,,96.9830023918642
557,676,Dijlestraat,676,Dijlestraat,2060,Antwerpen,2060676676,,,DIJLESTRAAT,DIJLESTRAAT,7112,7112,20607112,20607112,,,190.130326850117
558,677,Diksmuidelaan,677,Diksmuidelaan,2600,Berchem,2600677677,,,DIKSMUIDELAAN,DIKSMUIDELAAN,2009,2009,26002009,26002009,,,1970.39734351614
559,678,Dillesstraat,678,Dillesstraat,2660,Hoboken,2660678678,,,DILLESSTRAAT,DILLESSTRAAT,0501,0501,26600501,26600501,,,213.360594734451
560,679,Dinantstraat,679,Dinantstraat,2000,Antwerpen,2000679679,,,DINANTSTRAAT,DINANTSTRAAT,0110,0110,20000110,20000110,,,117.629726172847
561,680,Distelhoek,680,Distelhoek,2170,Merksem,2170680680,,,DISTELHOEK,DISTELHOEK,0035,0035,21700035,21700035,,,468.224880263501
562,681,Distelvinklaan,681,Distelvinklaan,2660,Hoboken,2660681681,,,DISTELVINKLAAN,DISTELVINKLAAN,0407,0407,26600407,26600407,,,323.371620483797
563,683,Doelhofstraat,683,Doelhofstraat,2170,Merksem,2170683683,,,DOELHOFSTRAAT,DOELHOFSTRAAT,0036,0036,21700036,21700036,,,171.905659705514
564,684,Doggenlaan,684,Doggenlaan,2040,Berendrecht-Zandvliet-Lillo,2040684684,,,DOGGENLAAN,DOGGENLAAN,0520,0520,20400520,20400520,,,220.576627087765
565,685,Dokter Coenstraat,685,Dokter Coenstraat,2660,Hoboken,2660685685,,,DOKTER COENSTRAAT,DOKTER COENSTRAAT,0103,0103,26600103,26600103,,,210.279376914788
566,686,Dokter Donnyplein,686,Dokter Donnyplein,2610,Wilrijk,2610686686,,,DOKTER DONNYPLEIN,DOKTER DONNYPLEIN,1200,1200,26101200,26101200,,,231.907628590301
567,687,Dokter Emiel Van Dammestraat,687,Dokter Emiel Van Dammestraat,2660,Hoboken,2660687687,,,DOKTER EMIEL VAN DAMMESTRAAT,DOKTER EMIEL VAN DAMMESTRAAT,0502,0502,26600502,26600502,,,349.457292728983
568,688,Dokter Flemingstraat,688,Dokter Flemingstraat,2660,Hoboken,2660688688,,,DOKTER FLEMINGSTRAAT,DOKTER FLEMINGSTRAAT,0408,0408,26600408,26600408,,,110.699520732992
569,689,Dokter Jennerstraat,689,Dokter Jennerstraat,2660,Hoboken,2660689689,,,DOKTER JENNERSTRAAT,DOKTER JENNERSTRAAT,0409,0409,26600409,26600409,,,175.111565259815
570,690,Dokter Kochlaan,690,Dokter Kochlaan,2660,Hoboken,2660690690,,,DOKTER KOCHLAAN,DOKTER KOCHLAAN,0411,0411,26600411,26600411,,,401.766429517666
571,691,Dokter Maurice Timmermanslaan,691,Dokter Maurice Timmermanslaan,2170,Merksem,2170691691,,,DOKTER MAURICE TIMMERMANSLAAN,DOKTER MAURICE TIMMERMANSLAAN,0037,0037,21700037,21700037,,,433.860038634922
572,692,Dokter Romain De Velstraat,692,Dokter Romain De Velstraat,2100,Deurne,2100692692,,,DOKTER ROMAIN DE VELSTRAAT,DOKTER ROMAIN DE VELSTRAAT,0715,0715,21000715,21000715,,,139.980772270732
573,693,Dokter Van de Perrelei,693,Dokter Van de Perrelei,2140,Borgerhout,2140693693,,,DOKTER VAN DE PERRELEI,DOKTER VAN DE PERRELEI,3802,3802,21403802,21403802,,,1024.98044299351
574,694,Dokter Van Raesstraat,694,Dokter Van Raesstraat,2660,Hoboken,2660694694,,,DOKTER VAN RAESSTRAAT,DOKTER VAN RAESSTRAAT,0605,0605,26600605,26600605,,,306.022066434758
575,695,Dokter Veeckmanslaan,695,Dokter Veeckmanslaan,2610,Wilrijk,2610695695,,,DOKTER VEECKMANSLAAN,DOKTER VEECKMANSLAAN,2065,2065,26102065,26102065,,,788.487268150271
576,696,Dokter Verhoevenstraat,696,Dokter Verhoevenstraat,2660,Hoboken,2660696696,,,DOKTER VERHOEVENSTRAAT,DOKTER VERHOEVENSTRAAT,0205,0205,26600205,26600205,,,197.185200413397
577,697,Dolfijnstraat,697,Dolfijnstraat,2018,Antwerpen,2018697697,,,DOLFIJNSTRAAT,DOLFIJNSTRAAT,6106,6106,20186106,20186106,,,305.278899793634
578,699,Dominicanenstraat,699,Dominicanenstraat,2040,Berendrecht-Zandvliet-Lillo,2040699699,,,DOMINICANENSTRAAT,DOMINICANENSTRAAT,0468,0468,20400468,20400468,,,824.858946349319
579,701,Door Verstraeteplaats,701,Door Verstraeteplaats,2018,Antwerpen,2018701701,,,DOOR VERSTRAETEPLAATS,DOOR VERSTRAETEPLAATS,6107,6107,20186107,20186107,,,59.4934076375953
580,702,Doornelei,702,Doornelei,2018,Antwerpen,2018702702,,,DOORNELEI,DOORNELEI,4107,4107,20184107,20184107,,,129.240732347372
581,702,Doornelei,702,Doornelei,2600,Berchem,2600702702,,,DOORNELEI,DOORNELEI,4107,4107,26004107,26004107,,,3.53551306048399
582,704,Dopheidestraat,704,Dopheidestraat,2040,Berendrecht-Zandvliet-Lillo,2040704704,,,DOPHEIDESTRAAT,DOPHEIDESTRAAT,0465,0465,20400465,20400465,,,147.557447380923
583,705,Dordrechtlaan,705,Dordrechtlaan,2100,Deurne,2100705705,,,DORDRECHTLAAN,DORDRECHTLAAN,0717,0717,21000717,21000717,,,744.78444562936
584,706,Dorpsbeekstraat,706,Dorpsbeekstraat,2040,Berendrecht-Zandvliet-Lillo,2040706706,,,DORPSBEEKSTRAAT,DORPSBEEKSTRAAT,0435,0435,20400435,20400435,,,797.297827167889
585,707,Dorpstraat_BZL,707,Dorpstraat_BZL,2040,Berendrecht-Zandvliet-Lillo,2040707707,,,DORPSTRAAT,DORPSTRAAT,0411,0411,20400411,20400411,,,1088.02362206821
586,708,Dorpstraat_EK,708,Dorpstraat_EK,2180,Ekeren,2180708708,,,DORPSTRAAT,DORPSTRAAT,1036,1036,21801036,21801036,,,157.065971481659
587,709,Doverstraat,709,Doverstraat,2660,Hoboken,2660709709,,,DOVERSTRAAT,DOVERSTRAAT,0708,0708,26600708,26600708,,,66.9482244693622
588,710,Doctor Decrolystraat,710,Doctor Decrolystraat,2030,Antwerpen,2030710710,,,DOCTOR DECROLYSTRAAT,DOCTOR DECROLYSTRAAT,0212,0212,20300212,20300212,,,104.124327681027
589,711,Draaiboomstraat,711,Draaiboomstraat,2660,Hoboken,2660711711,,,DRAAIBOOMSTRAAT,DRAAIBOOMSTRAAT,0104,0104,26600104,26600104,,,603.972470590806
590,712,Draaiboomveld,712,Draaiboomveld,2610,Wilrijk,2610712712,,,DRAAIBOOMVELD,DRAAIBOOMVELD,1203,1203,26101203,26101203,,,83.4365381673416
591,713,Draakplaats,713,Draakplaats,2018,Antwerpen,2018713713,,,DRAAKPLAATS,DRAAKPLAATS,6108,6108,20186108,20186108,,,103.910067171578
592,714,Draakstraat,714,Draakstraat,2018,Antwerpen,2018714714,,,DRAAKSTRAAT,DRAAKSTRAAT,6109,6109,20186109,20186109,,,156.106840413496
593,715,Dragondersstraat,715,Dragondersstraat,2180,Ekeren,2180715715,,,DRAGONDERSSTRAAT,DRAGONDERSSTRAAT,1315,1315,21801315,21801315,,,282.835593639652
594,716,Drakenhoflaan,716,Drakenhoflaan,2100,Deurne,2100716716,,,DRAKENHOFLAAN,DRAKENHOFLAAN,0925,0925,21000925,21000925,,,1426.08842556438
595,717,Driehespenstraat,717,Driehespenstraat,2000,Antwerpen,2000717717,,,DRIEHESPENSTRAAT,DRIEHESPENSTRAAT,1210,1210,20001210,20001210,,,51.1892635444438
596,718,Driehoekstraat,718,Driehoekstraat,2180,Ekeren,2180718718,,,DRIEHOEKSTRAAT,DRIEHOEKSTRAAT,1037,1037,21801037,21801037,,,1238.97766871316
597,719,Driekoningenstraat,719,Driekoningenstraat,2600,Berchem,2600719719,,,DRIEKONINGENSTRAAT,DRIEKONINGENSTRAAT,0023,0023,26000023,26000023,,,420.188131647264
598,720,Dries,720,Dries,2000,Antwerpen,2000720720,,,DRIES,DRIES,1114,1114,20001114,20001114,,,171.734501935453
599,721,Driesnellenstraat,721,Driesnellenstraat,2060,Antwerpen,2060721721,,,DRIESNELLENSTRAAT,DRIESNELLENSTRAAT,7113,7113,20607113,20607113,,,126.597670169271
600,722,Drink,722,Drink,2140,Borgerhout,2140722722,,,DRINK,DRINK,2318,2318,21402318,21402318,,,114.755607284214
601,723,Drogedokstraat,723,Drogedokstraat,2660,Hoboken,2660723723,,,DROGEDOKSTRAAT,DROGEDOKSTRAAT,0709,0709,26600709,26600709,,,117.248862377936
602,725,Droogdokken,725,Droogdokken,2030,Antwerpen,2030725725,,,DROOGDOKKEN,DROOGDOKKEN,0713,0713,20300713,20300713,,,153.29610549903
603,726,Droogdokkenweg,726,Droogdokkenweg,2030,Antwerpen,2030726726,,,DROOGDOKKENWEG,DROOGDOKKENWEG,0817,0817,20300817,20300817,,,389.244338723364
604,727,Drossaardplein,727,Drossaardplein,2660,Hoboken,2660727727,,,DROSSAARDPLEIN,DROSSAARDPLEIN,0503,0503,26600503,26600503,,,226.715551236381
605,728,Drossaardstraat,728,Drossaardstraat,2140,Borgerhout,2140728728,,,DROSSAARDSTRAAT,DROSSAARDSTRAAT,2424,2424,21402424,21402424,,,148.918457391479
606,729,Druivenstraat,729,Druivenstraat,2610,Wilrijk,2610729729,,,DRUIVENSTRAAT,DRUIVENSTRAAT,1190,1190,26101190,26101190,,,177.738187139456
607,730,Drukkerijstraat,730,Drukkerijstraat,2000,Antwerpen,2000730730,,,DRUKKERIJSTRAAT,DRUKKERIJSTRAAT,2217,2217,20002217,20002217,,,161.741710807956
608,731,Drukpersstraat,731,Drukpersstraat,2610,Wilrijk,2610731731,,,DRUKPERSSTRAAT,DRUKPERSSTRAAT,3130,3130,26103130,26103130,,,190.649663917046
609,732,Drummondstraat,732,Drummondstraat,2600,Berchem,2600732732,,,DRUMMONDSTRAAT,DRUMMONDSTRAAT,0024,0024,26000024,26000024,,,74.1191349785109
610,733,Du Chastellei,733,Du Chastellei,2170,Merksem,2170733733,,,DU CHASTELLEI,DU CHASTELLEI,0038,0038,21700038,21700038,,,407.245735002005
611,734,Du Montstraat,734,Du Montstraat,2100,Deurne,2100734734,,,DU MONTSTRAAT,DU MONTSTRAAT,0225,0225,21000225,21000225,,,269.90451245977
612,735,Dublinstraat,735,Dublinstraat,2030,Antwerpen,2030735735,,,DUBLINSTRAAT,DUBLINSTRAAT,0213,0213,20300213,20300213,,,438.562363642795
613,736,Duboisstraat,736,Duboisstraat,2000,Antwerpen,2000736736,,,DUBOISSTRAAT,DUBOISSTRAAT,7206,7206,20007206,20007206,,,12.6913181175897
614,736,Duboisstraat,736,Duboisstraat,2060,Antwerpen,2060736736,,,DUBOISSTRAAT,DUBOISSTRAAT,7206,7206,20607206,20607206,,,412.450806816477
615,737,Duinsteeg,737,Duinsteeg,2060,Antwerpen,2060737737,,,DUINSTEEG,DUINSTEEG,8112,8112,20608112,20608112,,,75.8328439205467
616,738,Duinstraat,738,Duinstraat,2060,Antwerpen,2060738738,,,DUINSTRAAT,DUINSTRAAT,8113,8113,20608113,20608113,,,595.366939199597
617,739,Duivelshofstraat,739,Duivelshofstraat,2140,Borgerhout,2140739739,,,DUIVELSHOFSTRAAT,DUIVELSHOFSTRAAT,4516,4516,21404516,21404516,,,300.501556053705
618,739,Duivelshofstraat,739,Duivelshofstraat,2600,Berchem,2600739739,,,DUIVELSHOFSTRAAT,DUIVELSHOFSTRAAT,4516,4516,26004516,26004516,,,19.8730154416974
619,740,Durletstraat,740,Durletstraat,2018,Antwerpen,2018740740,,,DURLETSTRAAT,DURLETSTRAAT,4108,4108,20184108,20184108,,,254.013947513963
620,741,D'Urselstraat,741,D'Urselstraat,2660,Hoboken,2660741741,,,D'URSELSTRAAT,D'URSELSTRAAT,0105,0105,26600105,26600105,,,104.284996213583
621,742,Duvelshoek,742,Duvelshoek,2170,Merksem,2170742742,,,DUVELSHOEK,DUVELSHOEK,0252,0252,21700252,21700252,,,254.358673043759
622,744,Dynamicalaan,744,Dynamicalaan,2610,Wilrijk,2610744744,,,DYNAMICALAAN,DYNAMICALAAN,1205,1205,26101205,26101205,,,854.093124503303
623,745,Edegemsesteenweg,745,Edegemsesteenweg,2610,Wilrijk,2610745745,,,EDEGEMSESTEENWEG,EDEGEMSESTEENWEG,1210,1210,26101210,26101210,,,1158.12538402426
624,746,Edelgesteentenstraat,746,Edelgesteentenstraat,2600,Berchem,2600746746,,,EDELGESTEENTENSTRAAT,EDELGESTEENTENSTRAAT,2011,2011,26002011,26002011,,,279.058556731381
625,747,Edelinckstraat,747,Edelinckstraat,2018,Antwerpen,2018747747,,,EDELINCKSTRAAT,EDELINCKSTRAAT,5208,5208,20185208,20185208,,,163.889471989302
626,748,Edelvalklaan,748,Edelvalklaan,2100,Deurne,2100748748,,,EDELVALKLAAN,EDELVALKLAAN,0613,0613,21000613,21000613,,,187.153463659012
627,749,Edenlaan,749,Edenlaan,2610,Wilrijk,2610749749,,,EDENLAAN,EDENLAAN,1220,1220,26101220,26101220,,,405.796733767482
628,750,Edenplein,750,Edenplein,2610,Wilrijk,2610750750,,,EDENPLEIN,EDENPLEIN,1230,1230,26101230,26101230,,,227.918188225484
629,751,Edgar Tinelstraat,751,Edgar Tinelstraat,2600,Berchem,2600751751,,,EDGAR TINELSTRAAT,EDGAR TINELSTRAAT,2012,2012,26002012,26002012,,,180.394418070996
630,752,Edgard Casteleinstraat,752,Edgard Casteleinstraat,2020,Antwerpen,2020752752,,,EDGARD CASTELEINSTRAAT,EDGARD CASTELEINSTRAAT,9110,9110,20209110,20209110,,,215.535532236417
631,753,Edisonlaan,753,Edisonlaan,2180,Ekeren,2180753753,,,EDISONLAAN,EDISONLAAN,1316,1316,21801316,21801316,,,399.580095226211
632,754,Edisonstraat,754,Edisonstraat,2660,Hoboken,2660754754,,,EDISONSTRAAT,EDISONSTRAAT,0710,0710,26600710,26600710,,,112.209237062823
633,755,Edmond Cretsstraat,755,Edmond Cretsstraat,2660,Hoboken,2660755755,,,EDMOND CRETSSTRAAT,EDMOND CRETSSTRAAT,0206,0206,26600206,26600206,,,347.261696562325
634,756,Edmond de Coussemakerstraat,756,Edmond de Coussemakerstraat,2050,Antwerpen,2050756756,,,EDMOND DE COUSSEMAKERSTRAAT,EDMOND DE COUSSEMAKERSTRAAT,2347,2347,20502347,20502347,,,644.185999801957
